title,ingredients,instructions,url
Easy Fresh sardines,Sardines; Flour; Vegetable Oil; Salt,"Wash the fish under the cold tap.
 Roll in the flour and deep fry in oil until crispy.
 Lay on kitchen towel to get rid of the excess oil and serve hot or cold with a slice of lemon.
",https://www.visit-croatia.co.uk/croatian-cuisine/croatian-recipes/
Easy Jamaican Boiled Dumplings,Water; Water; Salt; Salt; All purpose flour,"Instructions
 
In a large pot, bring water and salt to a boil to boil the dumplings.

In a large mixing bowl, combine the all-purpose flour and salt, stirring to distribute the salt evenly throughout the flour.
 Gradually add water to the flour mixture, mixing with your hands until a dough forms.

Divide the dough into equal-sized pieces, rolling each into a smooth ball.
 Flatten each ball slightly with the palm of your hand to form a round, circular dumpling.
 It should look like a thick disk.

Carefully drop the dumplings into the boiling water, one at a time, ensuring that they don't stick together.
 You can use a wooden spoon to stir the dumplings in the water.

Boil the dumplings for 15-20 minutes, or until they are cooked through and have risen to the surface of the water.
 Stir occasionally to prevent sticking.

Use a slotted spoon to remove the cooked dumplings from the pot, allowing any excess water to drain.

Serve with your favorite recipes.
",https://www.myforkinglife.com/jamaican-boiled-dumplings/#recipe
Nordic smørrebrød with asparagus and horseradish cream Homemade,Horseradish; Lemon Juice; Shallots; Black Pepper; White Asparagus; Asparagus; Dill; Salt; Salt; Pepper; Vegetable Oil; västerbottensost cheese; Butter; Creme Fraiche; Salt; Rye Bread,"To make the horseradish cream, mix the crème fraîche, grated horseradish, lemon juice, salt and white pepper in a bowl. Refrigerate until serving.

To make the crispy shallots, heat some vegetable oil in a frying pan over a medium heat. Add the sliced shallots and fry until golden brown and crispy.

Remove with a slotted spoon and drain on a plate lined with kitchen paper. Season with a pinch of salt.

To make the open sandwich, bring a large saucepan of salted water to the boil, then blanch half of the asparagus (four white and four green) until tender-crisp, about 2–3 minutes.

Add ice to a bowl of cold water. Use a slotted spoon to remove the asparagus from the boiling water and immediately transfer to the iced water to stop cooking. Thinly slice the remaining asparagus lengthwise to serve raw.

Pre-heat the grill until hot. Spread the rye bread with butter and grill until golden and crisp.

To serve, place the grilled bread slices on serving plates. Arrange both the blanched and raw asparagus on the bread. Drizzle with horseradish cream, then sprinkle grated cheese over the top. Garnish with the crispy shallots and some fresh dill to finish.",https://www.bbc.co.uk/food/recipes/nordic_smorrebrod_69435
Challah Style,Caster Sugar; Sunflower Oil; Poppy Seeds; Egg; Strong white bread flour; Yeast,"step 1
Combine the yeast, a pinch of the sugar and a couple tablespoons of lukewarm water in a small bowl. Stir to dissolve the yeast, then leave for 10 mins until foamy.

step 2
Meanwhile, combine the flour, the remaining sugar and 2 tsp fine salt in a large bowl. Make a well in the centre, then add half the beaten egg, the yeast mixture and the oil. Pour in 200ml lukewarm water (it should feel slightly warm to the touch) and stir with a spoon, then mix using one hand, keeping the other clean while you bring the dough together. If there are a lot of very dry bits, gradually add a little water to just bring it together – you don't want it to get too wet and sticky. The dough should be moist, but not soggy.

step 3
Once the dough has come together, turn it out onto a lightly floured surface. Knead using both hands for 10 mins until smooth and a bit springy. If it gets very sticky, add a very small amount of flour – as little as possible. A dough scraper is useful if the dough is sticking to the work surface. Stretch the sides of the dough down and pull together to form a ball. Lightly oil a bowl, then lightly roll the dough ball around the bowl so it's coated in the oil. Cover with a clean tea towel and leave in a warm place for 1 hr, or until dough has doubled in size.

step 4
Line a baking sheet with baking parchment. Turn the dough out onto a clean work surface and divide into three equal pieces, weighing for accuracy, if you like. Roll each piece into a long sausage shape about 25cm long, tapering them slightly at both ends. Lay the pieces out in front of you, parallel to one another with a couple centimetres between each. Bring the sausages together at the top end, then plait them down the length, tucking in the ends when you reach the bottom. Carefully transfer the loaf to the prepared baking sheet and loosely cover with a clean tea towel. Leave to rise until puffy and billowy, about 40 mins.

step 5
Meanwhile, heat the oven to 200C/180C fan/gas 6. Gently brush the rest of the beaten egg all over the challah, getting it into all the crevices, and sprinkle with the poppy or sesame seeds, if using. Bake on a middle shelf of the oven for 25-30 mins, until the loaf is golden brown underneath and sounds hollow when tapped. Check after about 15 mins – if the top of the loaf has started to get too dark, cover it with foil. Leave to cool on a wire rack, then serve.",https://www.bbcgoodfood.com/recipes/challah
Walnut Roll Gužvara Homemade,Brown Sugar; Cinnamon; Butter; Flour; Milk; Butter; Eggs; Salt; Caster Sugar; Icing Sugar; Yeast; Walnuts; Milk,"Mix all the ingredients for the dough together and knead well.
 Cover the dough and put to rise until doubled in size which should take about 2 hours.
 Knock back the dough and knead lightly.


Divide the dough into two equal pieces; roll each piece into an oblong about 12 inches by 8 inches.
 Mix the filling ingredients together and divide between the dough, spreading over each piece.
 Roll up the oblongs as tightly as possible to give two 12 inch sausages.
 Place these side by side, touching each other, on a greased baking sheet.
 Cover and leave to rise for about 40 minutes.
 Heat oven to 200ºC (425ºF).
 Bake for 30-35 minutes until well risen and golden brown.
 Bread should sound hollow when the base is tapped.


Remove from oven and brush the hot bread top with milk.
 Sift with a generous covering of icing sugar.
",https://www.visit-croatia.co.uk/croatian-cuisine/croatian-recipes/
Tourtiere Recipe,Vegetable Stock; Egg; Nutmeg; Cinnamon; Garlic Clove; Allspice; Shortcrust Pastry; Minced Pork; Onion; Potatoes; Sunflower Oil,"Heat oven to 200C/180C fan/gas 6. Boil the potato until tender, drain and mash, then leave to cool. Heat the oil in a non-stick pan, add the mince and onion and quickly fry until browned. Add the garlic, spices, stock, plenty of pepper and a little salt and mix well. Remove from the heat, stir into the potato and leave to cool.
Roll out half the pastry and line the base of a 20-23cm pie plate or flan tin. Fill with the pork mixture and brush the edges of the pastry with water. Roll out the remaining dough and cover the pie. Press the edges of the pastry to seal, trimming off the excess. Prick the top of the pastry case to allow steam to escape and glaze the top with the beaten egg.
Bake for 30 mins until the pastry is crisp and golden. Serve cut into wedges with a crisp green salad. Leftovers are good cold for lunch the next day, served with a selection of pickles.",https://www.bbcgoodfood.com/recipes/531644/spiced-pork-and-potato-pie
Lasagne,Parmesan Cheese; Mozzarella Balls; Celery; Honey; Tomato Puree; Garlic; Bacon; Chopped Tomatoes; Olive Oil; Lasagne Sheets; Onion; Creme Fraiche; Minced Beef; Basil Leaves; Carrots,"Heat the oil in a large saucepan.
 Use kitchen scissors to snip the bacon into small pieces, or use a sharp knife to chop it on a chopping board.
 Add the bacon to the pan and cook for just a few mins until starting to turn golden.
 Add the onion, celery and carrot, and cook over a medium heat for 5 mins, stirring occasionally, until softened.

Add the garlic and cook for 1 min, then tip in the mince and cook, stirring and breaking it up with a wooden spoon, for about 6 mins until browned all over.

Stir in the tomato purée and cook for 1 min, mixing in well with the beef and vegetables.
 Tip in the chopped tomatoes.
 Fill each can half full with water to rinse out any tomatoes left in the can, and add to the pan.
 Add the honey and season to taste.
 Simmer for 20 mins.

Heat oven to 200C/180C fan/gas 6.
 To assemble the lasagne, ladle a little of the ragu sauce into the bottom of the roasting tin or casserole dish, spreading the sauce all over the base.
 Place 2 sheets of lasagne on top of the sauce overlapping to make it fit, then repeat with more sauce and another layer of pasta.
 Repeat with a further 2 layers of sauce and pasta, finishing with a layer of pasta.

Put the crème fraîche in a bowl and mix with 2 tbsp water to loosen it and make a smooth pourable sauce.
 Pour this over the top of the pasta, then top with the mozzarella.
 Sprinkle Parmesan over the top and bake for 25–30 mins until golden and bubbling.
 Serve scattered with basil, if you like.
",https://www.bbcgoodfood.com/recipes/classic-lasagne
Piri-piri chicken and slaw Homemade,Red Wine Vinegar; Carrots; Coriander; Red Chilli; Paprika; Chicken; Oil; Garlic; Dried Oregano; Cumin Seeds; Ginger; Red Wine Vinegar; Mayonnaise; Cabbage; Greek Yogurt; Beetroot; Red Onions,"STEP 1

Whizz together all of the marinade ingredients in a small food processor.
 Rub the marinade onto the chicken and leave for 1 hour at room temperature.


STEP 2

Heat the oven to 190C/fan 170C/gas 5.
 Put the chicken in a roasting tray and cook for 1 hour 20 minutes.
 Rest under loose foil for 20 minutes.
 While the chicken is resting, mix together the slaw ingredients and season.
 Serve the chicken with slaw, fries and condiments.
",https://www.olivemagazine.com/recipes/family/piri-piri-chicken-and-winter-slaw/
Easy Minced Beef Pie,Tomato Puree; Egg Yolks; Worcestershire Sauce; Beef Stock; Shortcrust Pastry; Plain Flour; Onion; Vegetable Oil; Minced Beef; Mushrooms,"Preheat the oven to 200C/400F/Gas 6.

Heat the oil in a deep frying pan and fry the beef mince for 4-5 minutes, breaking it up with a wooden spoon as it browns.

Add the onion and cook for 2-3 minutes, then stir in the tomato purée and cook for 2-3 more minutes.
 Stir in the flour and cook for a further minute, then add the chopped mushrooms, the stout or beef stock and a couple of dashes of Worcestershire sauce.
 Bring to the boil, then reduce the heat, cover the pan with a lid and leave to simmer for 20 minutes.
 Set aside and leave to cool, then turn the meat mixture into a one litre pie dish.

Roll out the pastry on a floured work surface until it is slightly larger than the pie dish.
 Gently drape the pastry over the dish, pressing firmly onto the edges.
 Trim, then shape the edges into a fluted shape.

Cut some leaf shapes out of the pastry trimmings and decorate the top of the pie, sticking them to the pastry with the beaten egg yolk.

Make three or four slits in the pastry to allow the steam to escape, then brush the pie with the rest of the beaten egg yolk and bake in the oven for 20-25 minutes, or until golden-brown.

To serve, slice into wedges.
",https://www.bbc.co.uk/food/recipes/mincedbeefpie_89198
Shawarma chuck roast wrap Recipe,Ground Clove; Cayenne Pepper; Ground Cinnamon; Paprika; Beef Stock; Chuck Roast; Ground Coriander; Ground Cumin; Ground Ginger; Lemon Juice; Salt; Turmeric,"1
In a dutch oven or slow cooker, add all the spices, beef broth and lemon juice.
 Stir to combine.
.

2
Add the beef and turn to coat, spoon some sauce over the top.

3
Cover and cook on low for 8-10 hours.

4
After cooking, remove beef and use two forks to shred.
 Discard any excess fat.

5
Skim fat off of the top of the liquid remaining.

6
Mix shredded beef into sauce.
 Keep warm until you are ready to serve.

7
Build wrap by spreading garlic sauce on the pita.
 Top with beef and add garnishes to your liking.

8
Fold it burrito style.

9
Heat a grill pan and grill the wrap.
",https://cookpad.com/eng/recipes/24415920?ref=search&search_term=saudi+arabia
